alias,food_key,language,source
Pork carnitas,fndds_pork_carnitas,en,usda_fndds_generated
carnitas Pork,fndds_pork_carnitas,en,usda_fndds_generated
Goat,fndds_goat,en,usda_fndds_exact
Bear,fndds_bear,en,usda_fndds_exact
Moose,fndds_moose,en,usda_fndds_exact
Bison,fndds_bison,en,usda_fndds_exact
Rabbit,fndds_rabbit,en,usda_fndds_exact
Beaver,fndds_beaver,en,usda_fndds_exact
Caribou,fndds_caribou,en,usda_fndds_exact
Heart,fndds_heart,en,usda_fndds_exact
Tripe,fndds_tripe,en,usda_fndds_exact
Kidney,fndds_kidney,en,usda_fndds_exact
Brains,fndds_brains,en,usda_fndds_exact
Tongue,fndds_tongue,en,usda_fndds_exact
Gizzard,fndds_gizzard,en,usda_fndds_exact
Chicken skin,fndds_chicken_skin,en,usda_fndds_exact
"Chicken, back",fndds_chicken_back,en,usda_fndds_exact
Chicken back,fndds_chicken_back,en,usda_fndds_generated
back Chicken,fndds_chicken_back,en,usda_fndds_generated
"Chicken, tail",fndds_chicken_tail,en,usda_fndds_exact
Chicken tail,fndds_chicken_tail,en,usda_fndds_generated
tail Chicken,fndds_chicken_tail,en,usda_fndds_generated
"Chicken, ground",fndds_chicken_ground,en,usda_fndds_exact
Chicken ground,fndds_chicken_ground,en,usda_fndds_generated
ground Chicken,fndds_chicken_ground,en,usda_fndds_generated
"Chicken wing, stewed",fndds_chicken_wing_stewed,en,usda_fndds_exact
Chicken wing stewed,fndds_chicken_wing_stewed,en,usda_fndds_generated
stewed Chicken wing,fndds_chicken_wing_stewed,en,usda_fndds_generated
"Chicken wing, sauteed",fndds_chicken_wing_sauteed,en,usda_fndds_exact
Chicken wing sauteed,fndds_chicken_wing_sauteed,en,usda_fndds_generated
sauteed Chicken wing,fndds_chicken_wing_sauteed,en,usda_fndds_generated
"Chicken wing, rotisserie",fndds_chicken_wing_rotisserie,en,usda_fndds_exact
Chicken wing rotisserie,fndds_chicken_wing_rotisserie,en,usda_fndds_generated
rotisserie Chicken wing,fndds_chicken_wing_rotisserie,en,usda_fndds_generated
"Chicken wing, baked, coated",fndds_chicken_wing_baked_coated,en,usda_fndds_exact
Chicken wing baked coated,fndds_chicken_wing_baked_coated,en,usda_fndds_generated
coated baked Chicken wing,fndds_chicken_wing_baked_coated,en,usda_fndds_generated
Chicken feet,fndds_chicken_feet,en,usda_fndds_exact
"Chicken wing, grilled with sauce",fndds_chicken_wing_grilled_with_sauce,en,usda_fndds_exact
Chicken wing grilled with sauce,fndds_chicken_wing_grilled_with_sauce,en,usda_fndds_generated
"Chicken, chicken roll, roasted",fndds_chicken_chicken_roll_roasted,en,usda_fndds_exact
Chicken chicken roll roasted,fndds_chicken_chicken_roll_roasted,en,usda_fndds_generated
roasted chicken roll Chicken,fndds_chicken_chicken_roll_roasted,en,usda_fndds_generated
"Chicken, canned, meat only",fndds_chicken_canned_meat_only,en,usda_fndds_exact
Chicken canned meat only,fndds_chicken_canned_meat_only,en,usda_fndds_generated
meat only canned Chicken,fndds_chicken_canned_meat_only,en,usda_fndds_generated
"Chicken wing, grilled without sauce",fndds_chicken_wing_grilled_without_sauce,en,usda_fndds_exact
Chicken wing grilled without sauce,fndds_chicken_wing_grilled_without_sauce,en,usda_fndds_generated
"Chicken ""wings"", plain, from precooked",fndds_chicken_wings_plain_from_precooked,en,usda_fndds_exact
"Chicken ""wings"" plain from precooked",fndds_chicken_wings_plain_from_precooked,en,usda_fndds_generated
"Chicken, neck or ribs",fndds_chicken_neck_or_ribs,en,usda_fndds_exact
Chicken neck or ribs,fndds_chicken_neck_or_ribs,en,usda_fndds_generated
"Chicken thigh, stewed, skin eaten",fndds_chicken_thigh_stewed_skin_eaten,en,usda_fndds_exact
Chicken thigh stewed skin eaten,fndds_chicken_thigh_stewed_skin_eaten,en,usda_fndds_generated
skin eaten stewed Chicken thigh,fndds_chicken_thigh_stewed_skin_eaten,en,usda_fndds_generated
"Chicken breast, stewed, skin eaten",fndds_chicken_breast_stewed_skin_eaten,en,usda_fndds_exact
Chicken breast stewed skin eaten,fndds_chicken_breast_stewed_skin_eaten,en,usda_fndds_generated
skin eaten stewed Chicken breast,fndds_chicken_breast_stewed_skin_eaten,en,usda_fndds_generated
"Chicken thigh, sauteed, skin eaten",fndds_chicken_thigh_sauteed_skin_eaten,en,usda_fndds_exact
Chicken thigh sauteed skin eaten,fndds_chicken_thigh_sauteed_skin_eaten,en,usda_fndds_generated
skin eaten sauteed Chicken thigh,fndds_chicken_thigh_sauteed_skin_eaten,en,usda_fndds_generated
"Chicken breast, sauteed, skin eaten",fndds_chicken_breast_sauteed_skin_eaten,en,usda_fndds_exact
Chicken breast sauteed skin eaten,fndds_chicken_breast_sauteed_skin_eaten,en,usda_fndds_generated
skin eaten sauteed Chicken breast,fndds_chicken_breast_sauteed_skin_eaten,en,usda_fndds_generated
"Chicken wing, fried, coated, from raw",fndds_chicken_wing_fried_coated_from_raw,en,usda_fndds_exact
Chicken wing fried coated from raw,fndds_chicken_wing_fried_coated_from_raw,en,usda_fndds_generated
"Chicken fillet, grilled",fndds_chicken_fillet_grilled,en,usda_fndds_exact
Chicken fillet grilled,fndds_chicken_fillet_grilled,en,usda_fndds_generated
grilled Chicken fillet,fndds_chicken_fillet_grilled,en,usda_fndds_generated
"Chicken patty, breaded",fndds_chicken_patty_breaded,en,usda_fndds_exact
Chicken patty breaded,fndds_chicken_patty_breaded,en,usda_fndds_generated
breaded Chicken patty,fndds_chicken_patty_breaded,en,usda_fndds_generated
"Chicken fillet, breaded",fndds_chicken_fillet_breaded,en,usda_fndds_exact
Chicken fillet breaded,fndds_chicken_fillet_breaded,en,usda_fndds_generated
breaded Chicken fillet,fndds_chicken_fillet_breaded,en,usda_fndds_generated
"Chicken nuggets, from frozen",fndds_chicken_nuggets_from_frozen,en,usda_fndds_exact
Chicken nuggets from frozen,fndds_chicken_nuggets_from_frozen,en,usda_fndds_generated
"Chicken nuggets, from other sources",fndds_chicken_nuggets_from_other_sources,en,usda_fndds_exact
Chicken nuggets from other sources,fndds_chicken_nuggets_from_other_sources,en,usda_fndds_generated
"Chicken nuggets, from fast food",fndds_chicken_nuggets_from_fast_food,en,usda_fndds_exact
Chicken nuggets from fast food,fndds_chicken_nuggets_from_fast_food,en,usda_fndds_generated
Ostrich,fndds_ostrich,en,usda_fndds_exact
"Quail, cooked",fndds_quail_cooked,en,usda_fndds_exact
Quail cooked,fndds_quail_cooked,en,usda_fndds_generated
cooked Quail,fndds_quail_cooked,en,usda_fndds_generated
"Dove, fried",fndds_dove_fried,en,usda_fndds_exact
Dove fried,fndds_dove_fried,en,usda_fndds_generated
fried Dove,fndds_dove_fried,en,usda_fndds_generated
"Pheasant, cooked",fndds_pheasant_cooked,en,usda_fndds_exact
Pheasant cooked,fndds_pheasant_cooked,en,usda_fndds_generated
cooked Pheasant,fndds_pheasant_cooked,en,usda_fndds_generated
"Turkey, neck",fndds_turkey_neck,en,usda_fndds_exact
Turkey neck,fndds_turkey_neck,en,usda_fndds_generated
neck Turkey,fndds_turkey_neck,en,usda_fndds_generated
"Turkey, tail",fndds_turkey_tail,en,usda_fndds_exact
Turkey tail,fndds_turkey_tail,en,usda_fndds_generated
tail Turkey,fndds_turkey_tail,en,usda_fndds_generated
"Turkey, back",fndds_turkey_back,en,usda_fndds_exact
Turkey back,fndds_turkey_back,en,usda_fndds_generated
back Turkey,fndds_turkey_back,en,usda_fndds_generated
"Duck, Peking",fndds_duck_peking,en,usda_fndds_exact
Duck Peking,fndds_duck_peking,en,usda_fndds_generated
Peking Duck,fndds_duck_peking,en,usda_fndds_generated
"Turkey, canned",fndds_turkey_canned,en,usda_fndds_exact
Turkey canned,fndds_turkey_canned,en,usda_fndds_generated
canned Turkey,fndds_turkey_canned,en,usda_fndds_generated
"Turkey, ground",fndds_turkey_ground,en,usda_fndds_exact
Turkey ground,fndds_turkey_ground,en,usda_fndds_generated
"Turkey, nuggets",fndds_turkey_nuggets,en,usda_fndds_exact
Turkey nuggets,fndds_turkey_nuggets,en,usda_fndds_generated
nuggets Turkey,fndds_turkey_nuggets,en,usda_fndds_generated
Caviar,fndds_caviar,en,usda_fndds_exact
"Fish, raw",fndds_fish_raw,en,usda_fndds_exact
Fish raw,fndds_fish_raw,en,usda_fndds_generated
raw Fish,fndds_fish_raw,en,usda_fndds_generated
"Fish, eel",fndds_fish_eel,en,usda_fndds_exact
Fish eel,fndds_fish_eel,en,usda_fndds_generated
eel Fish,fndds_fish_eel,en,usda_fndds_generated
"Fish, carp",fndds_fish_carp,en,usda_fndds_exact
Fish carp,fndds_fish_carp,en,usda_fndds_generated
carp Fish,fndds_fish_carp,en,usda_fndds_generated
"Fish, pike",fndds_fish_pike,en,usda_fndds_exact
Fish pike,fndds_fish_pike,en,usda_fndds_generated
pike Fish,fndds_fish_pike,en,usda_fndds_generated
"Fish, stick",fndds_fish_stick,en,usda_fndds_exact
Fish stick,fndds_fish_stick,en,usda_fndds_generated
stick Fish,fndds_fish_stick,en,usda_fndds_generated
"Fish, shark",fndds_fish_shark,en,usda_fndds_exact
Fish shark,fndds_fish_shark,en,usda_fndds_generated
shark Fish,fndds_fish_shark,en,usda_fndds_generated
"Fish, canned",fndds_fish_canned,en,usda_fndds_exact
Fish canned,fndds_fish_canned,en,usda_fndds_generated
canned Fish,fndds_fish_canned,en,usda_fndds_generated
"Fish, smoked",fndds_fish_smoked,en,usda_fndds_exact
Fish smoked,fndds_fish_smoked,en,usda_fndds_generated
smoked Fish,fndds_fish_smoked,en,usda_fndds_generated
"Fish, mullet",fndds_fish_mullet,en,usda_fndds_exact
Fish mullet,fndds_fish_mullet,en,usda_fndds_generated
mullet Fish,fndds_fish_mullet,en,usda_fndds_generated
"Fish, anchovy",fndds_fish_anchovy,en,usda_fndds_exact
Fish anchovy,fndds_fish_anchovy,en,usda_fndds_generated
anchovy Fish,fndds_fish_anchovy,en,usda_fndds_generated
"Fish, croaker",fndds_fish_croaker,en,usda_fndds_exact
Fish croaker,fndds_fish_croaker,en,usda_fndds_generated
croaker Fish,fndds_fish_croaker,en,usda_fndds_generated
"Fish, halibut",fndds_fish_halibut,en,usda_fndds_exact
Fish halibut,fndds_fish_halibut,en,usda_fndds_generated
halibut Fish,fndds_fish_halibut,en,usda_fndds_generated
"Fish, herring",fndds_fish_herring,en,usda_fndds_exact
Fish herring,fndds_fish_herring,en,usda_fndds_generated
herring Fish,fndds_fish_herring,en,usda_fndds_generated
"Fish, pickled",fndds_fish_pickled,en,usda_fndds_exact
Fish pickled,fndds_fish_pickled,en,usda_fndds_generated
pickled Fish,fndds_fish_pickled,en,usda_fndds_generated
"Fish, snapper",fndds_fish_snapper,en,usda_fndds_exact
Fish snapper,fndds_fish_snapper,en,usda_fndds_generated
snapper Fish,fndds_fish_snapper,en,usda_fndds_generated
"Fish, tuna, raw",fndds_fish_tuna_raw,en,usda_fndds_exact
Fish tuna raw,fndds_fish_tuna_raw,en,usda_fndds_generated
raw tuna Fish,fndds_fish_tuna_raw,en,usda_fndds_generated
Crab,fndds_crab,en,usda_fndds_exact
Turtle,fndds_turtle,en,usda_fndds_exact
Octopus,fndds_octopus,en,usda_fndds_exact
Abalone,fndds_abalone,en,usda_fndds_exact
Lobster,fndds_lobster,en,usda_fndds_exact
Mussels,fndds_mussels,en,usda_fndds_exact
Escargot,fndds_escargot,en,usda_fndds_exact
Frog legs,fndds_frog_legs,en,usda_fndds_exact
"Clams, raw",fndds_clams_raw,en,usda_fndds_exact
Clams raw,fndds_clams_raw,en,usda_fndds_generated
raw Clams,fndds_clams_raw,en,usda_fndds_generated
"Oysters, raw",fndds_oysters_raw,en,usda_fndds_exact
Oysters raw,fndds_oysters_raw,en,usda_fndds_generated
raw Oysters,fndds_oysters_raw,en,usda_fndds_generated
Cheese souffle,fndds_cheese_souffle,en,usda_fndds_exact
"Duck egg, cooked",fndds_duck_egg_cooked,en,usda_fndds_exact
Duck egg cooked,fndds_duck_egg_cooked,en,usda_fndds_generated
cooked Duck egg,fndds_duck_egg_cooked,en,usda_fndds_generated
"Egg, creamed",fndds_egg_creamed,en,usda_fndds_exact
Egg creamed,fndds_egg_creamed,en,usda_fndds_generated
creamed Egg,fndds_egg_creamed,en,usda_fndds_generated
"Egg, deviled",fndds_egg_deviled,en,usda_fndds_exact
Egg deviled,fndds_egg_deviled,en,usda_fndds_generated
deviled Egg,fndds_egg_deviled,en,usda_fndds_generated
Huevos rancheros,fndds_huevos_rancheros,en,usda_fndds_exact
"Goose egg, cooked",fndds_goose_egg_cooked,en,usda_fndds_exact
Goose egg cooked,fndds_goose_egg_cooked,en,usda_fndds_generated
cooked Goose egg,fndds_goose_egg_cooked,en,usda_fndds_generated
"Egg, Benedict",fndds_egg_benedict,en,usda_fndds_exact
Egg Benedict,fndds_egg_benedict,en,usda_fndds_generated
Benedict Egg,fndds_egg_benedict,en,usda_fndds_generated
"Quail egg, canned",fndds_quail_egg_canned,en,usda_fndds_exact
Quail egg canned,fndds_quail_egg_canned,en,usda_fndds_generated
canned Quail egg,fndds_quail_egg_canned,en,usda_fndds_generated
"Egg, yolk only, raw",fndds_egg_yolk_only_raw,en,usda_fndds_exact
Egg yolk only raw,fndds_egg_yolk_only_raw,en,usda_fndds_generated
raw yolk only Egg,fndds_egg_yolk_only_raw,en,usda_fndds_generated
"Egg, white only, raw",fndds_egg_white_only_raw,en,usda_fndds_exact
Egg white only raw,fndds_egg_white_only_raw,en,usda_fndds_generated
raw white only Egg,fndds_egg_white_only_raw,en,usda_fndds_generated
"Egg, whole, pickled",fndds_egg_whole_pickled,en,usda_fndds_exact
Egg whole pickled,fndds_egg_whole_pickled,en,usda_fndds_generated
pickled whole Egg,fndds_egg_whole_pickled,en,usda_fndds_generated
"Egg, whole, boiled or poached",fndds_egg_whole_boiled_or_poached,en,usda_fndds_exact
Egg whole boiled or poached,fndds_egg_whole_boiled_or_poached,en,usda_fndds_generated
"Egg, whole, fried with oil",fndds_egg_whole_fried_with_oil,en,usda_fndds_exact
Egg whole fried with oil,fndds_egg_whole_fried_with_oil,en,usda_fndds_generated
"Egg, whole, baked, fat added",fndds_egg_whole_baked_fat_added,en,usda_fndds_exact
Egg whole baked fat added,fndds_egg_whole_baked_fat_added,en,usda_fndds_generated
"Egg salad, made with mayonnaise",fndds_egg_salad_made_with_mayonnaise,en,usda_fndds_exact
Egg salad made with mayonnaise,fndds_egg_salad_made_with_mayonnaise,en,usda_fndds_generated
"Egg, white, cooked, fat added",fndds_egg_white_cooked_fat_added,en,usda_fndds_exact
Egg white cooked fat added,fndds_egg_white_cooked_fat_added,en,usda_fndds_generated
"Egg, whole, fried with butter",fndds_egg_whole_fried_with_butter,en,usda_fndds_exact
Egg whole fried with butter,fndds_egg_whole_fried_with_butter,en,usda_fndds_generated
"Egg, whole, fried no added fat",fndds_egg_whole_fried_no_added_fat,en,usda_fndds_exact
Egg whole fried no added fat,fndds_egg_whole_fried_no_added_fat,en,usda_fndds_generated
"Egg, whole, baked, no added fat",fndds_egg_whole_baked_no_added_fat,en,usda_fndds_exact
Egg whole baked no added fat,fndds_egg_whole_baked_no_added_fat,en,usda_fndds_generated
Spam,fndds_spam,en,usda_fndds_exact
Bologna,fndds_bologna,en,usda_fndds_exact
Beef jerky,fndds_beef_jerky,en,usda_fndds_exact
Pork jerky,fndds_pork_jerky,en,usda_fndds_exact
Mortadella,fndds_mortadella,en,usda_fndds_exact
Liverwurst,fndds_liverwurst,en,usda_fndds_exact
Head cheese,fndds_head_cheese,en,usda_fndds_exact
"Pork, roll",fndds_pork_roll,en,usda_fndds_exact
Pork roll,fndds_pork_roll,en,usda_fndds_generated
roll Pork,fndds_pork_roll,en,usda_fndds_generated
"Ham, canned",fndds_ham_canned,en,usda_fndds_exact
Ham canned,fndds_ham_canned,en,usda_fndds_generated
canned Ham,fndds_ham_canned,en,usda_fndds_generated
"Ham, ground",fndds_ham_ground,en,usda_fndds_exact
Ham ground,fndds_ham_ground,en,usda_fndds_generated
ground Ham,fndds_ham_ground,en,usda_fndds_generated
Venison sausage,fndds_venison_sausage,en,usda_fndds_exact
Bacon bits,fndds_bacon_bits,en,usda_fndds_exact
"Turkey bacon, cooked",fndds_turkey_bacon_cooked,en,usda_fndds_exact
Turkey bacon cooked,fndds_turkey_bacon_cooked,en,usda_fndds_generated
cooked Turkey bacon,fndds_turkey_bacon_cooked,en,usda_fndds_generated
"Beef, bacon, cooked",fndds_beef_bacon_cooked,en,usda_fndds_exact
Beef bacon cooked,fndds_beef_bacon_cooked,en,usda_fndds_generated
cooked bacon Beef,fndds_beef_bacon_cooked,en,usda_fndds_generated
"Bacon or side pork, fresh, cooked",fndds_bacon_or_side_pork_fresh_cooked,en,usda_fndds_exact
Bacon or side pork fresh cooked,fndds_bacon_or_side_pork_fresh_cooked,en,usda_fndds_generated
"Pork bacon, smoked or cured, cooked",fndds_pork_bacon_smoked_or_cured_cooked,en,usda_fndds_exact
Pork bacon smoked or cured cooked,fndds_pork_bacon_smoked_or_cured_cooked,en,usda_fndds_generated
"Hot dog, beef",fndds_hot_dog_beef,en,usda_fndds_exact
Hot dog beef,fndds_hot_dog_beef,en,usda_fndds_generated
"Hot dog, turkey",fndds_hot_dog_turkey,en,usda_fndds_exact
Hot dog turkey,fndds_hot_dog_turkey,en,usda_fndds_generated
turkey Hot dog,fndds_hot_dog_turkey,en,usda_fndds_generated
"Hot dog, reduced fat",fndds_hot_dog_reduced_fat,en,usda_fndds_exact
Hot dog reduced fat,fndds_hot_dog_reduced_fat,en,usda_fndds_generated
reduced fat Hot dog,fndds_hot_dog_reduced_fat,en,usda_fndds_generated
"Hot dog, meat and poultry",fndds_hot_dog_meat_and_poultry,en,usda_fndds_exact
Hot dog meat and poultry,fndds_hot_dog_meat_and_poultry,en,usda_fndds_generated
Chorizo,fndds_chorizo,en,usda_fndds_exact
Bratwurst,fndds_bratwurst,en,usda_fndds_exact
Thuringer,fndds_thuringer,en,usda_fndds_exact
Knockwurst,fndds_knockwurst,en,usda_fndds_exact
Pork sausage,fndds_pork_sausage,en,usda_fndds_exact
Blood sausage,fndds_blood_sausage,en,usda_fndds_exact
Polish sausage,fndds_polish_sausage,en,usda_fndds_exact
Dal,fndds_dal,en,usda_fndds_exact
Baked beans,fndds_baked_beans,en,usda_fndds_exact
Soy nuts,fndds_soy_nuts,en,usda_fndds_exact
Wasabi peas,fndds_wasabi_peas,en,usda_fndds_exact
Refried beans,fndds_refried_beans,en,usda_fndds_exact
Pork and beans,fndds_pork_and_beans,en,usda_fndds_exact
"Edamame, cooked",fndds_edamame_cooked,en,usda_fndds_exact
Edamame cooked,fndds_edamame_cooked,en,usda_fndds_generated
cooked Edamame,fndds_edamame_cooked,en,usda_fndds_generated
"Soybeans, cooked",fndds_soybeans_cooked,en,usda_fndds_exact
Soybeans cooked,fndds_soybeans_cooked,en,usda_fndds_generated
cooked Soybeans,fndds_soybeans_cooked,en,usda_fndds_generated
Beans and franks,fndds_beans_and_franks,en,usda_fndds_exact
"Fava beans, cooked",fndds_fava_beans_cooked,en,usda_fndds_exact
Fava beans cooked,fndds_fava_beans_cooked,en,usda_fndds_generated
cooked Fava beans,fndds_fava_beans_cooked,en,usda_fndds_generated
"Pink beans, cooked",fndds_pink_beans_cooked,en,usda_fndds_exact
Pink beans cooked,fndds_pink_beans_cooked,en,usda_fndds_generated
cooked Pink beans,fndds_pink_beans_cooked,en,usda_fndds_generated
"Mung beans, cooked",fndds_mung_beans_cooked,en,usda_fndds_exact
Mung beans cooked,fndds_mung_beans_cooked,en,usda_fndds_generated
cooked Mung beans,fndds_mung_beans_cooked,en,usda_fndds_generated
Black beans with meat,fndds_black_beans_with_meat,en,usda_fndds_exact
Pinto beans with meat,fndds_pinto_beans_with_meat,en,usda_fndds_exact
Tahini,fndds_tahini,en,usda_fndds_exact
Chestnuts,fndds_chestnuts,en,usda_fndds_exact
Hazelnuts,fndds_hazelnuts,en,usda_fndds_exact
Pine nuts,fndds_pine_nuts,en,usda_fndds_exact
Flax seeds,fndds_flax_seeds,en,usda_fndds_exact
Chia seeds,fndds_chia_seeds,en,usda_fndds_exact
Brazil nuts,fndds_brazil_nuts,en,usda_fndds_exact
Mixed seeds,fndds_mixed_seeds,en,usda_fndds_exact
Almond paste,fndds_almond_paste,en,usda_fndds_exact
Sesame seeds,fndds_sesame_seeds,en,usda_fndds_exact
Almond butter,fndds_almond_butter,en,usda_fndds_exact
Cashew butter,fndds_cashew_butter,en,usda_fndds_exact
"Coconut, fresh",fndds_coconut_fresh,en,usda_fndds_exact
Coconut fresh,fndds_coconut_fresh,en,usda_fndds_generated
fresh Coconut,fndds_coconut_fresh,en,usda_fndds_generated
Macadamia nuts,fndds_macadamia_nuts,en,usda_fndds_exact
Soybean curd,fndds_soybean_curd,en,usda_fndds_exact
Soy nut butter,fndds_soy_nut_butter,en,usda_fndds_exact
Soybean curd cheese,fndds_soybean_curd_cheese,en,usda_fndds_exact
"Meatball, meatless",fndds_meatball_meatless,en,usda_fndds_exact
Meatball meatless,fndds_meatball_meatless,en,usda_fndds_generated
meatless Meatball,fndds_meatball_meatless,en,usda_fndds_generated
"Vegetarian, fillet",fndds_vegetarian_fillet,en,usda_fndds_exact
Vegetarian fillet,fndds_vegetarian_fillet,en,usda_fndds_generated
fillet Vegetarian,fndds_vegetarian_fillet,en,usda_fndds_generated
"Hot dog, vegetarian",fndds_hot_dog_vegetarian,en,usda_fndds_exact
Hot dog vegetarian,fndds_hot_dog_vegetarian,en,usda_fndds_generated
vegetarian Hot dog,fndds_hot_dog_vegetarian,en,usda_fndds_generated
"Bacon strip, meatless",fndds_bacon_strip_meatless,en,usda_fndds_exact
Bacon strip meatless,fndds_bacon_strip_meatless,en,usda_fndds_generated
meatless Bacon strip,fndds_bacon_strip_meatless,en,usda_fndds_generated
Pork hash,fndds_pork_hash,en,usda_fndds_exact
Beef curry,fndds_beef_curry,en,usda_fndds_exact
Beef salad,fndds_beef_salad,en,usda_fndds_exact
Swiss steak,fndds_swiss_steak,en,usda_fndds_exact
Veal Marsala,fndds_veal_marsala,en,usda_fndds_exact
Pepper steak,fndds_pepper_steak,en,usda_fndds_exact
Beef burgundy,fndds_beef_burgundy,en,usda_fndds_exact
Steak tartare,fndds_steak_tartare,en,usda_fndds_exact
Sausage gravy,fndds_sausage_gravy,en,usda_fndds_exact
Ham croquette,fndds_ham_croquette,en,usda_fndds_exact
"Stew, pork",fndds_stew_pork,en,usda_fndds_exact
Stew pork,fndds_stew_pork,en,usda_fndds_generated
pork Stew,fndds_stew_pork,en,usda_fndds_generated
"Stew, beef",fndds_stew_beef,en,usda_fndds_exact
Stew beef,fndds_stew_beef,en,usda_fndds_generated
beef Stew,fndds_stew_beef,en,usda_fndds_generated
"Stew, lamb",fndds_stew_lamb,en,usda_fndds_exact
Stew lamb,fndds_stew_lamb,en,usda_fndds_generated
lamb Stew,fndds_stew_lamb,en,usda_fndds_generated
Ham stroganoff,fndds_ham_stroganoff,en,usda_fndds_exact
Shepherd's pie,fndds_shepherd_s_pie,en,usda_fndds_exact
Chili with meat,fndds_chili_with_meat,en,usda_fndds_exact
Beef with gravy,fndds_beef_with_gravy,en,usda_fndds_exact
Beef stroganoff,fndds_beef_stroganoff,en,usda_fndds_exact
Veal scallopini,fndds_veal_scallopini,en,usda_fndds_exact
Veal parmigiana,fndds_veal_parmigiana,en,usda_fndds_exact
Chicken kiev,fndds_chicken_kiev,en,usda_fndds_exact
Chicken curry,fndds_chicken_curry,en,usda_fndds_exact
"Chili, white",fndds_chili_white,en,usda_fndds_exact
Chili white,fndds_chili_white,en,usda_fndds_generated
white Chili,fndds_chili_white,en,usda_fndds_generated
Barbecue chicken,fndds_barbecue_chicken,en,usda_fndds_exact
"Stew, chicken",fndds_stew_chicken,en,usda_fndds_exact
Stew chicken,fndds_stew_chicken,en,usda_fndds_generated
chicken Stew,fndds_stew_chicken,en,usda_fndds_generated
Turkey with gravy,fndds_turkey_with_gravy,en,usda_fndds_exact
Chicken cornbread,fndds_chicken_cornbread,en,usda_fndds_exact
Chili with chicken,fndds_chili_with_chicken,en,usda_fndds_exact
Chicken with gravy,fndds_chicken_with_gravy,en,usda_fndds_exact
"Pot pie, chicken",fndds_pot_pie_chicken,en,usda_fndds_exact
Pot pie chicken,fndds_pot_pie_chicken,en,usda_fndds_generated
chicken Pot pie,fndds_pot_pie_chicken,en,usda_fndds_generated
"Adobo, with rice",fndds_adobo_with_rice,en,usda_fndds_exact
Adobo with rice,fndds_adobo_with_rice,en,usda_fndds_generated
Chicken or turkey hash,fndds_chicken_or_turkey_hash,en,usda_fndds_exact
"Adobo, with noodles",fndds_adobo_with_noodles,en,usda_fndds_exact
Adobo with noodles,fndds_adobo_with_noodles,en,usda_fndds_generated
Chicken curry with rice,fndds_chicken_curry_with_rice,en,usda_fndds_exact
Chicken with mole sauce,fndds_chicken_with_mole_sauce,en,usda_fndds_exact
Chicken or turkey divan,fndds_chicken_or_turkey_divan,en,usda_fndds_exact
Chicken or turkey souffle,fndds_chicken_or_turkey_souffle,en,usda_fndds_exact
Chicken or turkey fricassee,fndds_chicken_or_turkey_fricassee,en,usda_fndds_exact
Chicken or turkey cacciatore,fndds_chicken_or_turkey_cacciatore,en,usda_fndds_exact
Chili with chicken and beans,fndds_chili_with_chicken_and_beans,en,usda_fndds_exact
Ceviche,fndds_ceviche,en,usda_fndds_exact
Lau lau,fndds_lau_lau,en,usda_fndds_exact
Fish curry,fndds_fish_curry,en,usda_fndds_exact
Crab salad,fndds_crab_salad,en,usda_fndds_exact
Lomi salmon,fndds_lomi_salmon,en,usda_fndds_exact
Gefilte fish,fndds_gefilte_fish,en,usda_fndds_exact
Clams Casino,fndds_clams_casino,en,usda_fndds_exact
Shrimp toast,fndds_shrimp_toast,en,usda_fndds_exact
Salmon salad,fndds_salmon_salad,en,usda_fndds_exact
Shrimp salad,fndds_shrimp_salad,en,usda_fndds_exact
Shrimp gumbo,fndds_shrimp_gumbo,en,usda_fndds_exact
Lobster salad,fndds_lobster_salad,en,usda_fndds_exact
Seafood salad,fndds_seafood_salad,en,usda_fndds_exact
Lobster gumbo,fndds_lobster_gumbo,en,usda_fndds_exact
"Stew, fish",fndds_stew_fish,en,usda_fndds_exact
Stew fish,fndds_stew_fish,en,usda_fndds_generated
fish Stew,fndds_stew_fish,en,usda_fndds_generated
"Crab, cake",fndds_crab_cake,en,usda_fndds_exact
Crab cake,fndds_crab_cake,en,usda_fndds_generated
cake Crab,fndds_crab_cake,en,usda_fndds_generated
Seafood souffle,fndds_seafood_souffle,en,usda_fndds_exact
Bean cake,fndds_bean_cake,en,usda_fndds_exact
Lentil curry,fndds_lentil_curry,en,usda_fndds_exact
Black bean salad,fndds_black_bean_salad,en,usda_fndds_exact
"Pot pie, no meat",fndds_pot_pie_no_meat,en,usda_fndds_exact
Pot pie no meat,fndds_pot_pie_no_meat,en,usda_fndds_generated
no meat Pot pie,fndds_pot_pie_no_meat,en,usda_fndds_generated
Beans and white rice,fndds_beans_and_white_rice,en,usda_fndds_exact
Beans and brown rice,fndds_beans_and_brown_rice,en,usda_fndds_exact
"Chili, vegetarian",fndds_chili_vegetarian,en,usda_fndds_exact
Chili vegetarian,fndds_chili_vegetarian,en,usda_fndds_generated
vegetarian Chili,fndds_chili_vegetarian,en,usda_fndds_generated
Vegetarian stroganoff,fndds_vegetarian_stroganoff,en,usda_fndds_exact
Channa Saag,fndds_channa_saag,en,usda_fndds_exact
Ratatouille,fndds_ratatouille,en,usda_fndds_exact
Palak Paneer,fndds_palak_paneer,en,usda_fndds_exact
Vegetarian stew,fndds_vegetarian_stew,en,usda_fndds_exact
Spinach souffle,fndds_spinach_souffle,en,usda_fndds_exact
