food_key,source_type,source_reference,source_note,source_review_status
fndds_pork_carnitas,usda_fooddata_central_fndds,2705864,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2006 (Pork).,OFFICIAL_SOURCE_IMPORTED
fndds_goat,usda_fooddata_central_fndds,2705908,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_bear,usda_fooddata_central_fndds,2705918,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_moose,usda_fooddata_central_fndds,2705917,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_bison,usda_fooddata_central_fndds,2705920,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_rabbit,usda_fooddata_central_fndds,2705912,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_beaver,usda_fooddata_central_fndds,2705924,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_caribou,usda_fooddata_central_fndds,2705919,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2008 (Lamb, goat, game).",OFFICIAL_SOURCE_IMPORTED
fndds_heart,usda_fooddata_central_fndds,2706156,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_tripe,usda_fooddata_central_fndds,2706162,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_kidney,usda_fooddata_central_fndds,2706157,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_brains,usda_fooddata_central_fndds,2706159,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_tongue,usda_fooddata_central_fndds,2706160,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_gizzard,usda_fooddata_central_fndds,2706165,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2010 (Liver and organ meats).,OFFICIAL_SOURCE_IMPORTED
fndds_chicken_skin,usda_fooddata_central_fndds,2706084,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_back,usda_fooddata_central_fndds,2706081,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_tail,usda_fooddata_central_fndds,2706083,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_ground,usda_fooddata_central_fndds,2706091,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_stewed,usda_fooddata_central_fndds,2706061,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_sauteed,usda_fooddata_central_fndds,2706064,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_rotisserie,usda_fooddata_central_fndds,2706060,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_baked_coated,usda_fooddata_central_fndds,2706069,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_feet,usda_fooddata_central_fndds,2706085,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_grilled_with_sauce,usda_fooddata_central_fndds,2706063,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_chicken_roll_roasted,usda_fooddata_central_fndds,2706087,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_canned_meat_only,usda_fooddata_central_fndds,2706086,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_grilled_without_sauce,usda_fooddata_central_fndds,2706062,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wings_plain_from_precooked,usda_fooddata_central_fndds,2706075,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_neck_or_ribs,usda_fooddata_central_fndds,2706082,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_thigh_stewed_skin_eaten,usda_fooddata_central_fndds,2706037,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_breast_stewed_skin_eaten,usda_fooddata_central_fndds,2705965,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_thigh_sauteed_skin_eaten,usda_fooddata_central_fndds,2706043,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_breast_sauteed_skin_eaten,usda_fooddata_central_fndds,2705971,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_wing_fried_coated_from_raw,usda_fooddata_central_fndds,2706065,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2202 (Chicken, whole pieces).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_fillet_grilled,usda_fooddata_central_fndds,2706090,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_patty_breaded,usda_fooddata_central_fndds,2706088,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_fillet_breaded,usda_fooddata_central_fndds,2706089,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_nuggets_from_frozen,usda_fooddata_central_fndds,2706096,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_nuggets_from_other_sources,usda_fooddata_central_fndds,2706097,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_chicken_nuggets_from_fast_food,usda_fooddata_central_fndds,2706093,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2204 (Chicken patties, nuggets and tenders).",OFFICIAL_SOURCE_IMPORTED
fndds_ostrich,usda_fooddata_central_fndds,2705928,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_quail_cooked,usda_fooddata_central_fndds,2706149,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_dove_fried,usda_fooddata_central_fndds,2706148,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_pheasant_cooked,usda_fooddata_central_fndds,2706150,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_neck,usda_fooddata_central_fndds,2706127,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_tail,usda_fooddata_central_fndds,2706130,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_back,usda_fooddata_central_fndds,2706131,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_duck_peking,usda_fooddata_central_fndds,2706141,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_canned,usda_fooddata_central_fndds,2706132,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_ground,usda_fooddata_central_fndds,2706133,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_turkey_nuggets,usda_fooddata_central_fndds,2706134,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2206 (Turkey, duck, other poultry).",OFFICIAL_SOURCE_IMPORTED
fndds_caviar,usda_fooddata_central_fndds,2706332,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_raw,usda_fooddata_central_fndds,2706223,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_eel,usda_fooddata_central_fndds,2706247,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_carp,usda_fooddata_central_fndds,2706233,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_pike,usda_fooddata_central_fndds,2706276,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_stick,usda_fooddata_central_fndds,2706231,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_shark,usda_fooddata_central_fndds,2706300,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_canned,usda_fooddata_central_fndds,2706229,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_smoked,usda_fooddata_central_fndds,2706230,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_mullet,usda_fooddata_central_fndds,2706269,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_anchovy,usda_fooddata_central_fndds,2706232,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_croaker,usda_fooddata_central_fndds,2706246,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_halibut,usda_fooddata_central_fndds,2706260,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_herring,usda_fooddata_central_fndds,2706261,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_pickled,usda_fooddata_central_fndds,2706262,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_snapper,usda_fooddata_central_fndds,2706283,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_fish_tuna_raw,usda_fooddata_central_fndds,2706308,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2402 (Fish).,OFFICIAL_SOURCE_IMPORTED
fndds_crab,usda_fooddata_central_fndds,2706344,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_turtle,usda_fooddata_central_fndds,2706335,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_octopus,usda_fooddata_central_fndds,2706331,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_abalone,usda_fooddata_central_fndds,2706337,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_lobster,usda_fooddata_central_fndds,2706349,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_mussels,usda_fooddata_central_fndds,2706350,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_escargot,usda_fooddata_central_fndds,2706368,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_frog_legs,usda_fooddata_central_fndds,2706330,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_clams_raw,usda_fooddata_central_fndds,2706338,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_oysters_raw,usda_fooddata_central_fndds,2706351,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2404 (Shellfish).,OFFICIAL_SOURCE_IMPORTED
fndds_cheese_souffle,usda_fooddata_central_fndds,2705792,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_duck_egg_cooked,usda_fooddata_central_fndds,2707176,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_creamed,usda_fooddata_central_fndds,2707179,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_deviled,usda_fooddata_central_fndds,2707181,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_huevos_rancheros,usda_fooddata_central_fndds,2707191,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_goose_egg_cooked,usda_fooddata_central_fndds,2707177,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_benedict,usda_fooddata_central_fndds,2707180,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_quail_egg_canned,usda_fooddata_central_fndds,2707178,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_yolk_only_raw,usda_fooddata_central_fndds,2707172,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_white_only_raw,usda_fooddata_central_fndds,2707168,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_pickled,usda_fooddata_central_fndds,2707167,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_boiled_or_poached,usda_fooddata_central_fndds,2707154,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_fried_with_oil,usda_fooddata_central_fndds,2707158,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_baked_fat_added,usda_fooddata_central_fndds,2707166,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_salad_made_with_mayonnaise,usda_fooddata_central_fndds,2707182,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_white_cooked_fat_added,usda_fooddata_central_fndds,2707171,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_fried_with_butter,usda_fooddata_central_fndds,2707159,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_fried_no_added_fat,usda_fooddata_central_fndds,2707156,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_egg_whole_baked_no_added_fat,usda_fooddata_central_fndds,2707165,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2502 (Eggs and omelets).,OFFICIAL_SOURCE_IMPORTED
fndds_spam,usda_fooddata_central_fndds,2706211,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_bologna,usda_fooddata_central_fndds,2706176,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_beef_jerky,usda_fooddata_central_fndds,2705860,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_pork_jerky,usda_fooddata_central_fndds,2705865,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_mortadella,usda_fooddata_central_fndds,2706182,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_liverwurst,usda_fooddata_central_fndds,2706213,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_head_cheese,usda_fooddata_central_fndds,2706180,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_pork_roll,usda_fooddata_central_fndds,2705883,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_ham_canned,usda_fooddata_central_fndds,2705880,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_ham_ground,usda_fooddata_central_fndds,2705881,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_venison_sausage,usda_fooddata_central_fndds,2705916,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2602 (Cold cuts and cured meats).,OFFICIAL_SOURCE_IMPORTED
fndds_bacon_bits,usda_fooddata_central_fndds,2707466,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2604 (Bacon).,OFFICIAL_SOURCE_IMPORTED
fndds_turkey_bacon_cooked,usda_fooddata_central_fndds,2706135,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2604 (Bacon).,OFFICIAL_SOURCE_IMPORTED
fndds_beef_bacon_cooked,usda_fooddata_central_fndds,2705856,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2604 (Bacon).,OFFICIAL_SOURCE_IMPORTED
fndds_bacon_or_side_pork_fresh_cooked,usda_fooddata_central_fndds,2705890,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2604 (Bacon).,OFFICIAL_SOURCE_IMPORTED
fndds_pork_bacon_smoked_or_cured_cooked,usda_fooddata_central_fndds,2705889,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2604 (Bacon).,OFFICIAL_SOURCE_IMPORTED
fndds_hot_dog_beef,usda_fooddata_central_fndds,2706167,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2606 (Frankfurters).,OFFICIAL_SOURCE_IMPORTED
fndds_hot_dog_turkey,usda_fooddata_central_fndds,2706170,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2606 (Frankfurters).,OFFICIAL_SOURCE_IMPORTED
fndds_hot_dog_reduced_fat,usda_fooddata_central_fndds,2706169,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2606 (Frankfurters).,OFFICIAL_SOURCE_IMPORTED
fndds_hot_dog_meat_and_poultry,usda_fooddata_central_fndds,2706168,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2606 (Frankfurters).,OFFICIAL_SOURCE_IMPORTED
fndds_chorizo,usda_fooddata_central_fndds,2706179,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_bratwurst,usda_fooddata_central_fndds,2706174,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_thuringer,usda_fooddata_central_fndds,2706199,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_knockwurst,usda_fooddata_central_fndds,2706181,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_pork_sausage,usda_fooddata_central_fndds,2706191,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_blood_sausage,usda_fooddata_central_fndds,2706173,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_polish_sausage,usda_fooddata_central_fndds,2706188,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2608 (Sausages).,OFFICIAL_SOURCE_IMPORTED
fndds_dal,usda_fooddata_central_fndds,2707427,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_baked_beans,usda_fooddata_central_fndds,2707390,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_soy_nuts,usda_fooddata_central_fndds,2707433,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_wasabi_peas,usda_fooddata_central_fndds,2707422,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_refried_beans,usda_fooddata_central_fndds,2707396,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_pork_and_beans,usda_fooddata_central_fndds,2707406,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_edamame_cooked,usda_fooddata_central_fndds,2707436,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_soybeans_cooked,usda_fooddata_central_fndds,2707388,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_beans_and_franks,usda_fooddata_central_fndds,2707405,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_fava_beans_cooked,usda_fooddata_central_fndds,2707367,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_pink_beans_cooked,usda_fooddata_central_fndds,2707370,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_mung_beans_cooked,usda_fooddata_central_fndds,2707389,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_black_beans_with_meat,usda_fooddata_central_fndds,2707366,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_pinto_beans_with_meat,usda_fooddata_central_fndds,2707378,"USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2802 (Beans, peas, legumes).",OFFICIAL_SOURCE_IMPORTED
fndds_tahini,usda_fooddata_central_fndds,2707587,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2804 (Nuts and seeds).,OFFICIAL_SOURCE_IMPORTED
fndds_chestnuts,usda_fooddata_central_fndds,2707499,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2804 (Nuts and seeds).,OFFICIAL_SOURCE_IMPORTED
fndds_hazelnuts,usda_fooddata_central_fndds,2707502,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2804 (Nuts and seeds).,OFFICIAL_SOURCE_IMPORTED
fndds_pine_nuts,usda_fooddata_central_fndds,2707526,USDA FoodData Central FNDDS 2021-2023 survey food; WWEIA category 2804 (Nuts and seeds).,OFFICIAL_SOURCE_IMPORTED
