food_key,image_lookup_allowed,recommendation_allowed,plan_allowed,safety_review_status,plan_role,notes
fndds_egg_whole_baked_fat_added,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_egg_salad_made_with_mayonnaise,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_egg_white_cooked_fat_added,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_egg_whole_fried_with_butter,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_egg_whole_fried_no_added_fat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_egg_whole_baked_no_added_fat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_spam,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_bologna,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_jerky,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_jerky,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_mortadella,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_liverwurst,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_head_cheese,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_roll,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_ham_canned,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_ham_ground,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_venison_sausage,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_bacon_bits,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_turkey_bacon_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_bacon_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_bacon_or_side_pork_fresh_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_bacon_smoked_or_cured_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hot_dog_beef,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hot_dog_turkey,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hot_dog_reduced_fat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hot_dog_meat_and_poultry,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chorizo,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_bratwurst,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_thuringer,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_knockwurst,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_sausage,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_blood_sausage,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_polish_sausage,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_dal,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_baked_beans,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_soy_nuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_wasabi_peas,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_refried_beans,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_and_beans,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_edamame_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_soybeans_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beans_and_franks,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_fava_beans_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pink_beans_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_mung_beans_cooked,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_black_beans_with_meat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pinto_beans_with_meat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_tahini,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chestnuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hazelnuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pine_nuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_flax_seeds,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chia_seeds,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_brazil_nuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_mixed_seeds,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_almond_paste,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_sesame_seeds,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_almond_butter,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_cashew_butter,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_coconut_fresh,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_macadamia_nuts,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_soybean_curd,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_soy_nut_butter,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_soybean_curd_cheese,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_meatball_meatless,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_vegetarian_fillet,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_hot_dog_vegetarian,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_bacon_strip_meatless,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pork_hash,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_curry,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_swiss_steak,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_veal_marsala,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pepper_steak,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_burgundy,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_steak_tartare,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_sausage_gravy,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_ham_croquette,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_stew_pork,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_stew_beef,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_stew_lamb,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_ham_stroganoff,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_shepherd_s_pie,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chili_with_meat,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_with_gravy,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_beef_stroganoff,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_veal_scallopini,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_veal_parmigiana,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_kiev,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_curry,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chili_white,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_barbecue_chicken,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_stew_chicken,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_turkey_with_gravy,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_cornbread,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chili_with_chicken,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_with_gravy,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_pot_pie_chicken,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_adobo_with_rice,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_or_turkey_hash,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_adobo_with_noodles,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_curry_with_rice,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_with_mole_sauce,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_or_turkey_divan,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_or_turkey_souffle,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_or_turkey_fricassee,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chicken_or_turkey_cacciatore,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_chili_with_chicken_and_beans,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_ceviche,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_lau_lau,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_fish_curry,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_crab_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_lomi_salmon,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_gefilte_fish,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_clams_casino,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_shrimp_toast,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_salmon_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_shrimp_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_shrimp_gumbo,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_lobster_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_seafood_salad,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_lobster_gumbo,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_stew_fish,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_crab_cake,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
fndds_seafood_souffle,True,False,False,USDA_FNDDS_LOOKUP_TRACKING_ONLY,not_for_plan,"Official USDA nutrient data. Mazaj+ allergen, health-condition, mood, and plan-safety review has not been completed; use for lookup and daily tracking only."
