portion_key,food_key,portion_name,grams,is_reference_portion,portion_note
fndds_chicken_nuggets_from_frozen_100g,fndds_chicken_nuggets_from_frozen,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_nuggets_from_other_sources_100g,fndds_chicken_nuggets_from_other_sources,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_nuggets_from_fast_food_100g,fndds_chicken_nuggets_from_fast_food,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ostrich_100g,fndds_ostrich,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_quail_cooked_100g,fndds_quail_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_dove_fried_100g,fndds_dove_fried,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pheasant_cooked_100g,fndds_pheasant_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_neck_100g,fndds_turkey_neck,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_tail_100g,fndds_turkey_tail,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_back_100g,fndds_turkey_back,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_duck_peking_100g,fndds_duck_peking,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_canned_100g,fndds_turkey_canned,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_ground_100g,fndds_turkey_ground,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_nuggets_100g,fndds_turkey_nuggets,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_caviar_100g,fndds_caviar,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_raw_100g,fndds_fish_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_eel_100g,fndds_fish_eel,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_carp_100g,fndds_fish_carp,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_pike_100g,fndds_fish_pike,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_stick_100g,fndds_fish_stick,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_shark_100g,fndds_fish_shark,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_canned_100g,fndds_fish_canned,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_smoked_100g,fndds_fish_smoked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_mullet_100g,fndds_fish_mullet,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_anchovy_100g,fndds_fish_anchovy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_croaker_100g,fndds_fish_croaker,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_halibut_100g,fndds_fish_halibut,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_herring_100g,fndds_fish_herring,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_pickled_100g,fndds_fish_pickled,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_snapper_100g,fndds_fish_snapper,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_tuna_raw_100g,fndds_fish_tuna_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_crab_100g,fndds_crab,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turtle_100g,fndds_turtle,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_octopus_100g,fndds_octopus,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_abalone_100g,fndds_abalone,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lobster_100g,fndds_lobster,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_mussels_100g,fndds_mussels,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_escargot_100g,fndds_escargot,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_frog_legs_100g,fndds_frog_legs,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_clams_raw_100g,fndds_clams_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_oysters_raw_100g,fndds_oysters_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_cheese_souffle_100g,fndds_cheese_souffle,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_duck_egg_cooked_100g,fndds_duck_egg_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_creamed_100g,fndds_egg_creamed,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_deviled_100g,fndds_egg_deviled,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_huevos_rancheros_100g,fndds_huevos_rancheros,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_goose_egg_cooked_100g,fndds_goose_egg_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_benedict_100g,fndds_egg_benedict,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_quail_egg_canned_100g,fndds_quail_egg_canned,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_yolk_only_raw_100g,fndds_egg_yolk_only_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_white_only_raw_100g,fndds_egg_white_only_raw,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_pickled_100g,fndds_egg_whole_pickled,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_boiled_or_poached_100g,fndds_egg_whole_boiled_or_poached,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_fried_with_oil_100g,fndds_egg_whole_fried_with_oil,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_baked_fat_added_100g,fndds_egg_whole_baked_fat_added,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_salad_made_with_mayonnaise_100g,fndds_egg_salad_made_with_mayonnaise,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_white_cooked_fat_added_100g,fndds_egg_white_cooked_fat_added,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_fried_with_butter_100g,fndds_egg_whole_fried_with_butter,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_fried_no_added_fat_100g,fndds_egg_whole_fried_no_added_fat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_egg_whole_baked_no_added_fat_100g,fndds_egg_whole_baked_no_added_fat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_spam_100g,fndds_spam,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bologna_100g,fndds_bologna,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_jerky_100g,fndds_beef_jerky,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_jerky_100g,fndds_pork_jerky,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_mortadella_100g,fndds_mortadella,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_liverwurst_100g,fndds_liverwurst,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_head_cheese_100g,fndds_head_cheese,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_roll_100g,fndds_pork_roll,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ham_canned_100g,fndds_ham_canned,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ham_ground_100g,fndds_ham_ground,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_venison_sausage_100g,fndds_venison_sausage,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bacon_bits_100g,fndds_bacon_bits,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_bacon_cooked_100g,fndds_turkey_bacon_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_bacon_cooked_100g,fndds_beef_bacon_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bacon_or_side_pork_fresh_cooked_100g,fndds_bacon_or_side_pork_fresh_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_bacon_smoked_or_cured_cooked_100g,fndds_pork_bacon_smoked_or_cured_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hot_dog_beef_100g,fndds_hot_dog_beef,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hot_dog_turkey_100g,fndds_hot_dog_turkey,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hot_dog_reduced_fat_100g,fndds_hot_dog_reduced_fat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hot_dog_meat_and_poultry_100g,fndds_hot_dog_meat_and_poultry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chorizo_100g,fndds_chorizo,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bratwurst_100g,fndds_bratwurst,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_thuringer_100g,fndds_thuringer,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_knockwurst_100g,fndds_knockwurst,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_sausage_100g,fndds_pork_sausage,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_blood_sausage_100g,fndds_blood_sausage,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_polish_sausage_100g,fndds_polish_sausage,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_dal_100g,fndds_dal,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_baked_beans_100g,fndds_baked_beans,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_soy_nuts_100g,fndds_soy_nuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_wasabi_peas_100g,fndds_wasabi_peas,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_refried_beans_100g,fndds_refried_beans,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_and_beans_100g,fndds_pork_and_beans,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_edamame_cooked_100g,fndds_edamame_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_soybeans_cooked_100g,fndds_soybeans_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beans_and_franks_100g,fndds_beans_and_franks,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fava_beans_cooked_100g,fndds_fava_beans_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pink_beans_cooked_100g,fndds_pink_beans_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_mung_beans_cooked_100g,fndds_mung_beans_cooked,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_black_beans_with_meat_100g,fndds_black_beans_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pinto_beans_with_meat_100g,fndds_pinto_beans_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_tahini_100g,fndds_tahini,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chestnuts_100g,fndds_chestnuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hazelnuts_100g,fndds_hazelnuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pine_nuts_100g,fndds_pine_nuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_flax_seeds_100g,fndds_flax_seeds,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chia_seeds_100g,fndds_chia_seeds,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_brazil_nuts_100g,fndds_brazil_nuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_mixed_seeds_100g,fndds_mixed_seeds,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_almond_paste_100g,fndds_almond_paste,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_sesame_seeds_100g,fndds_sesame_seeds,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_almond_butter_100g,fndds_almond_butter,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_cashew_butter_100g,fndds_cashew_butter,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_coconut_fresh_100g,fndds_coconut_fresh,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macadamia_nuts_100g,fndds_macadamia_nuts,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_soybean_curd_100g,fndds_soybean_curd,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_soy_nut_butter_100g,fndds_soy_nut_butter,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_soybean_curd_cheese_100g,fndds_soybean_curd_cheese,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_meatball_meatless_100g,fndds_meatball_meatless,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_vegetarian_fillet_100g,fndds_vegetarian_fillet,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_hot_dog_vegetarian_100g,fndds_hot_dog_vegetarian,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bacon_strip_meatless_100g,fndds_bacon_strip_meatless,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pork_hash_100g,fndds_pork_hash,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_curry_100g,fndds_beef_curry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_salad_100g,fndds_beef_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_swiss_steak_100g,fndds_swiss_steak,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_veal_marsala_100g,fndds_veal_marsala,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pepper_steak_100g,fndds_pepper_steak,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_burgundy_100g,fndds_beef_burgundy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_steak_tartare_100g,fndds_steak_tartare,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_sausage_gravy_100g,fndds_sausage_gravy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ham_croquette_100g,fndds_ham_croquette,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_pork_100g,fndds_stew_pork,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_beef_100g,fndds_stew_beef,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_lamb_100g,fndds_stew_lamb,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ham_stroganoff_100g,fndds_ham_stroganoff,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_shepherd_s_pie_100g,fndds_shepherd_s_pie,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chili_with_meat_100g,fndds_chili_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_with_gravy_100g,fndds_beef_with_gravy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beef_stroganoff_100g,fndds_beef_stroganoff,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_veal_scallopini_100g,fndds_veal_scallopini,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_veal_parmigiana_100g,fndds_veal_parmigiana,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_kiev_100g,fndds_chicken_kiev,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_curry_100g,fndds_chicken_curry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chili_white_100g,fndds_chili_white,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_barbecue_chicken_100g,fndds_barbecue_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_chicken_100g,fndds_stew_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_turkey_with_gravy_100g,fndds_turkey_with_gravy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_cornbread_100g,fndds_chicken_cornbread,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chili_with_chicken_100g,fndds_chili_with_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_with_gravy_100g,fndds_chicken_with_gravy,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pot_pie_chicken_100g,fndds_pot_pie_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_adobo_with_rice_100g,fndds_adobo_with_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_or_turkey_hash_100g,fndds_chicken_or_turkey_hash,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_adobo_with_noodles_100g,fndds_adobo_with_noodles,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_curry_with_rice_100g,fndds_chicken_curry_with_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_with_mole_sauce_100g,fndds_chicken_with_mole_sauce,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_or_turkey_divan_100g,fndds_chicken_or_turkey_divan,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_or_turkey_souffle_100g,fndds_chicken_or_turkey_souffle,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_or_turkey_fricassee_100g,fndds_chicken_or_turkey_fricassee,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chicken_or_turkey_cacciatore_100g,fndds_chicken_or_turkey_cacciatore,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chili_with_chicken_and_beans_100g,fndds_chili_with_chicken_and_beans,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ceviche_100g,fndds_ceviche,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lau_lau_100g,fndds_lau_lau,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_fish_curry_100g,fndds_fish_curry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_crab_salad_100g,fndds_crab_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lomi_salmon_100g,fndds_lomi_salmon,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_gefilte_fish_100g,fndds_gefilte_fish,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_clams_casino_100g,fndds_clams_casino,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_shrimp_toast_100g,fndds_shrimp_toast,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_salmon_salad_100g,fndds_salmon_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_shrimp_salad_100g,fndds_shrimp_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_shrimp_gumbo_100g,fndds_shrimp_gumbo,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lobster_salad_100g,fndds_lobster_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_seafood_salad_100g,fndds_seafood_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lobster_gumbo_100g,fndds_lobster_gumbo,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_fish_100g,fndds_stew_fish,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_crab_cake_100g,fndds_crab_cake,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_seafood_souffle_100g,fndds_seafood_souffle,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bean_cake_100g,fndds_bean_cake,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lentil_curry_100g,fndds_lentil_curry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_black_bean_salad_100g,fndds_black_bean_salad,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pot_pie_no_meat_100g,fndds_pot_pie_no_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beans_and_white_rice_100g,fndds_beans_and_white_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_beans_and_brown_rice_100g,fndds_beans_and_brown_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_chili_vegetarian_100g,fndds_chili_vegetarian,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_vegetarian_stroganoff_100g,fndds_vegetarian_stroganoff,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_channa_saag_100g,fndds_channa_saag,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ratatouille_100g,fndds_ratatouille,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_palak_paneer_100g,fndds_palak_paneer,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_vegetarian_stew_100g,fndds_vegetarian_stew,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_spinach_souffle_100g,fndds_spinach_souffle,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_vegetable_curry_100g,fndds_vegetable_curry,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_stew_vegetable_100g,fndds_stew_vegetable,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_green_bean_casserole_100g,fndds_green_bean_casserole,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_mushrooms_stuffed_100g,fndds_mushrooms_stuffed,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_tomatoes_scalloped_100g,fndds_tomatoes_scalloped,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_idli_100g,fndds_idli,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_rice_pilaf_100g,fndds_rice_pilaf,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_dirty_rice_100g,fndds_dirty_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_rice_dressing_100g,fndds_rice_dressing,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_rice_croquette_100g,fndds_rice_croquette,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_biryani_with_meat_100g,fndds_biryani_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_rice_with_raisins_100g,fndds_rice_with_raisins,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_paella_with_seafood_100g,fndds_paella_with_seafood,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_bibimbap_korean_100g,fndds_bibimbap_korean,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_congee_with_egg_100g,fndds_congee_with_egg,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_biryani_with_chicken_100g,fndds_biryani_with_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_flavored_rice_mixture_100g,fndds_flavored_rice_mixture,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_biryani_with_vegetables_100g,fndds_biryani_with_vegetables,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_congee_with_vegetables_100g,fndds_congee_with_vegetables,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_spanish_rice_fat_added_100g,fndds_spanish_rice_fat_added,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_jambalaya_with_meat_and_rice_100g,fndds_jambalaya_with_meat_and_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_cake_made_with_glutinous_rice_100g,fndds_cake_made_with_glutinous_rice,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_flavored_pasta_100g,fndds_flavored_pasta,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_noodle_pudding_100g,fndds_noodle_pudding,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_meat_100g,fndds_lasagna_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_gnocchi_cheese_100g,fndds_gnocchi_cheese,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_gnocchi_potato_100g,fndds_gnocchi_potato,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_meatless_100g,fndds_lasagna_meatless,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_meat_canned_100g,fndds_lasagna_with_meat_canned,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_meat_frozen_100g,fndds_lasagna_with_meat_frozen,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_meat_and_spinach_100g,fndds_lasagna_with_meat_and_spinach,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_chicken_or_turkey_100g,fndds_lasagna_with_chicken_or_turkey,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_egg_100g,fndds_macaroni_or_pasta_salad_with_egg,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_tuna_100g,fndds_macaroni_or_pasta_salad_with_tuna,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_meat_100g,fndds_macaroni_or_pasta_salad_with_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_lasagna_with_meat_home_recipe_100g,fndds_lasagna_with_meat_home_recipe,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_shrimp_100g,fndds_macaroni_or_pasta_salad_with_shrimp,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_cheese_100g,fndds_macaroni_or_pasta_salad_with_cheese,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_chicken_100g,fndds_macaroni_or_pasta_salad_with_chicken,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_ravioli_meat_filled_no_sauce_100g,fndds_ravioli_meat_filled_no_sauce,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_pasta_salad_with_crab_meat_100g,fndds_macaroni_or_pasta_salad_with_crab_meat,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_pasta_with_cream_sauce_home_recipe_100g,fndds_pasta_with_cream_sauce_home_recipe,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
fndds_macaroni_or_noodles_with_cheese_100g,fndds_macaroni_or_noodles_with_cheese,100 g,100,True,Reference portion matching the stored per-100g nutrition basis.
